magnitude,date,felt,cdi,mmi,alert,status,tsunami,sig,net,sources,types,nst,dmin,rms,gap,magType,depth,latitude,longitude,distanceKM,continent,country,subnational,timezone,year,month,day
5.4,2024-08-29 05:56:40,6,4,4,green,reviewed,0,451,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",110,2.669,0.75,34.0,mb,224.338,36.543,71.2681,28,Asia,Afghanistan,Badakhshan,270,2024,8,29
5.9,2024-06-01 00:46:38,0,0,7,green,reviewed,0,536,us,",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",318,6.024,0.52,20.0,mww,20.71,34.1604,86.3895,0,Asia,China,Tibet Autonomous Region,480,2024,6,1
5.4,2024-05-29 13:13:27,24,4,4,green,reviewed,0,458,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",180,2.322,0.61,26.0,mww,97.552,23.539,94.6946,29,Asia,Myanmar,Sagaing Region,390,2024,5,29
5.1,2024-05-20 05:10:23,2,3,5,green,reviewed,0,401,us,",us,usauto,",",dyfi,ground-failure,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",176,1.34,0.68,70.0,mww,29.068,40.14,77.0348,113,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,5,20
5.5,2024-04-13 05:44:39,0,0,7,green,reviewed,0,465,us,",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",209,6.438,0.59,25.0,mww,10.0,33.5485,81.8909,0,Asia,China,Tibet Autonomous Region,480,2024,4,13
5.4,2024-04-10 14:56:17,0,0,6,green,reviewed,0,449,us,",us,usauto,",",ground-failure,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",278,2.696,0.44,25.0,mww,8.0,42.0113,82.6416,34,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,4,10
5.7,2024-04-05 12:45:38,29,5,5,green,reviewed,0,513,us,",us,at,",",dyfi,internal-origin,losspager,origin,phase-data,shakemap,",157,5.571,0.71,22.0,mb,69.136,26.5566,97.0128,33,Asia,Myanmar,Kachin State,390,2024,4,5
5.6,2024-03-07 10:06:30,0,0,7,yellow,reviewed,0,650,us,",us,",",ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",179,4.142,0.57,26.0,mww,10.0,33.5147,92.9795,244,Asia,China,Qinghai Sheng,480,2024,3,7
5.4,2024-03-05 02:07:32,0,0,7,yellow,reviewed,0,650,us,",us,",",ground-failure,losspager,origin,phase-data,shakemap,",114,8.749,0.46,26.0,mww,10.0,33.5068,93.0029,240,Asia,China,Qinghai Sheng,480,2024,3,5
5.4,2024-02-25 04:15:00,14,4,6,green,reviewed,0,455,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",133,0.592,0.7,30.0,mww,10.0,41.1648,78.4389,130,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,2,25
5.7,2024-01-29 22:27:41,10,3,7,yellow,reviewed,0,653,us,",us,usauto,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",326,0.821,0.56,24.0,mww,10.0,41.1867,78.7155,128,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,1,29
5.3,2024-01-23 01:18:40,2,4,7,green,reviewed,0,433,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",100,0.348,0.61,47.0,mww,3.426,41.2706,78.8219,119,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,1,23
5.1,2024-01-22 23:19:25,4,4,6,green,reviewed,0,402,us,",us,",",dyfi,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",233,0.367,0.48,23.0,mwr,7.148,41.2186,78.724,121,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,1,22
5.5,2024-01-22 19:36:47,2,5,7,green,reviewed,0,466,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",133,0.432,0.65,59.0,mb,10.0,41.1979,78.6168,128,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,1,22
5.4,2024-01-22 18:42:33,3,4,6,green,reviewed,0,450,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",99,0.382,0.63,75.0,mb,10.0,41.3326,78.7686,124,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,1,22
5.8,2024-01-22 18:14:16,2,8,7,yellow,reviewed,0,652,us,",us,",",dyfi,ground-failure,losspager,origin,phase-data,shakemap,",142,0.454,0.53,59.0,mb,10.0,41.2946,78.6076,129,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,1,22
7.0,2024-01-22 18:09:04,482,9,9,red,reviewed,0,2419,us,",us,usauto,pt,at,",",dyfi,finite-fault,general-text,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",121,0.428,0.64,29.0,mww,13.0,41.2938,78.5937,128,Asia,China,Xinjiang Uyghur Autonomous Region,480,2024,1,22
6.4,2024-01-11 09:20:26,111,5,4,green,reviewed,0,687,us,",us,usauto,pt,at,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",140,3.122,1.02,17.0,mww,204.0,36.5061,70.5994,45,Asia,Afghanistan,Badakhshan,270,2024,1,11
5.1,2023-12-18 10:18:52,8,5,6,green,reviewed,0,404,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",119,3.023,0.97,32.0,mww,10.0,33.2109,76.7733,31,Asia,India,Himachal Pradesh,330,2023,12,18
5.5,2023-12-02 03:35:33,275,6,5,yellow,reviewed,0,807,us,",us,usauto,",",dyfi,ground-failure,impact-text,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",118,0.806,0.6,35.0,mww,45.057,23.1278,90.927,9,Asia,Bangladesh,Chittagong,360,2023,12,2
5.2,2023-12-01 14:55:56,1,3,6,green,reviewed,0,416,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",98,6.056,0.6,37.0,mww,10.0,39.2438,97.2769,74,Asia,China,Gansu Sheng,480,2023,12,1
5.7,2023-11-17 01:37:11,69,7,7,green,reviewed,0,551,us,",us,usauto,pt,",",dyfi,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",117,0.251,0.84,45.0,mww,15.733,21.226,99.333,76,Asia,Myanmar,Shan State,390,2023,11,17
5.3,2023-11-07 18:09:48,1,3,7,green,reviewed,0,432,us,",us,usauto,",",dyfi,earthquake-name,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",267,1.205,0.63,24.0,mww,7.204,40.5164,77.7055,0,Asia,China,Xinjiang Uyghur Autonomous Region,480,2023,11,7
5.7,2023-11-03 18:02:53,372,7,8,yellow,reviewed,0,922,us,",us,usauto,pt,at,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",232,2.95,0.94,21.0,mww,12.0,28.8879,82.195,43,Asia,Nepal,Karnali,345,2023,11,3
5.4,2023-10-24 11:32:13,2,4,7,green,reviewed,0,449,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",211,6.068,0.46,29.0,mww,10.0,39.2654,97.3075,71,Asia,China,Gansu Sheng,480,2023,10,24
5.2,2023-10-22 01:54:21,87,4,5,green,reviewed,0,453,us,",us,",",dyfi,impact-text,losspager,origin,phase-data,shakemap,",101,1.848,0.82,29.0,mb,25.706,27.8679,84.7191,36,Asia,Nepal,Gandaki,345,2023,10,22
5.7,2023-10-03 09:21:03,131,8,7,green,reviewed,0,605,us,",us,usauto,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",226,3.93,0.33,23.0,mww,13.0,29.5163,81.2118,39,Asia,Nepal,Sudurpashchim,345,2023,10,3
4.9,2023-10-02 12:45:15,69,7,6,green,reviewed,0,416,us,",us,",",dyfi,ground-failure,losspager,origin,phase-data,shakemap,",119,3.799,0.6,36.0,mww,10.0,25.9591,90.6152,28,Asia,India,Assam,330,2023,10,2
5.3,2023-08-14 14:49:48,163,6,5,green,reviewed,0,535,us,",us,usauto,at,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,origin,phase-data,shakemap,",153,2.358,0.75,16.0,mww,36.648,24.9743,92.2176,16,Asia,Bangladesh,Sylhet Division,360,2023,8,14
5.8,2023-08-05 16:01:49,25,5,4,green,reviewed,0,531,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",211,2.347,0.88,15.0,mww,209.0,36.4512,70.7023,47,Asia,Afghanistan,Badakhshan,270,2023,8,5
5.5,2024-09-16 14:13:47,5,5,5,green,reviewed,0,468,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",101,1.154,1.27,57.0,mww,15.711,31.6412,131.796,40,Unknown,Ocean/Offshore,Unknown,540,2024,9,16
5.7,2024-09-13 23:03:41,5,3,4,green,reviewed,0,502,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",166,1.739,0.75,39.0,mww,28.953,29.7999,130.855,57,Unknown,Ocean/Offshore,Unknown,540,2024,9,13
6.1,2024-08-15 23:35:53,60,5,6,green,reviewed,0,601,us,",us,usauto,at,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",144,0.451,0.6,17.0,mww,14.0,23.784,121.759,30,Asia,Taiwan (Province of China),Unknown,480,2024,8,15
5.4,2024-08-15 09:06:45,54,5,5,green,reviewed,0,476,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,origin,phase-data,shakemap,",106,0.358,0.77,34.0,mww,11.732,24.3858,121.917,45,Asia,Taiwan (Province of China),Unknown,480,2024,8,15
6.5,2024-08-10 03:28:32,6,3,3,green,reviewed,1,652,us,",at,us,pt,usauto,",",associate,dyfi,ground-failure,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",157,1.405,0.75,17.0,mww,402.166,47.1777,144.763,151,Unknown,Ocean/Offshore,Unknown,600,2024,8,10
5.3,2024-08-08 19:23:31,1,2,5,green,reviewed,0,432,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",116,5.601,0.87,85.0,mww,18.196,31.8881,131.341,15,Asia,Japan,Miyazaki,540,2024,8,8
7.1,2024-08-08 07:42:55,43,8,8,yellow,reviewed,0,810,us,",us,pt,at,usauto,",",associate,dyfi,earthquake-name,finite-fault,general-text,ground-failure,impact-text,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",252,5.748,0.74,34.0,mww,24.0,31.7491,131.482,0,Asia,Japan,Miyazaki,540,2024,8,8
5.6,2024-07-18 11:07:34,6,3,4,green,reviewed,0,484,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",157,0.628,1.17,30.0,mww,91.0,33.536,140.175,161,Unknown,Ocean/Offshore,Unknown,540,2024,7,18
5.4,2024-06-25 08:30:59,1,2,3,green,reviewed,0,449,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",137,1.325,1.01,30.0,mww,34.723,33.4887,141.284,206,Unknown,Ocean/Offshore,Unknown,540,2024,6,25
5.7,2024-06-02 21:31:39,29,7,7,green,reviewed,0,519,us,",us,usauto,pt,at,",",dyfi,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",319,1.171,0.53,37.0,mww,9.0,37.4574,137.239,40,Asia,Japan,Ishikawa,540,2024,6,2
5.5,2024-05-29 17:14:58,4,3,3,green,reviewed,0,466,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",173,2.036,0.69,20.0,mww,392.698,32.2768,137.61,210,Unknown,Ocean/Offshore,Unknown,540,2024,5,29
5.4,2024-05-21 00:39:39,0,0,4,green,reviewed,0,449,us,",usauto,us,",",internal-moment-tensor,losspager,origin,phase-data,shakemap,",297,1.08,1.09,15.0,mww,59.788,26.1835,141.391,0,Unknown,Ocean/Offshore,Unknown,540,2024,5,21
5.8,2024-05-10 07:45:18,24,5,6,green,reviewed,0,529,us,",us,usauto,at,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",103,0.68,0.77,27.0,mww,11.296,24.191,121.899,38,Asia,Taiwan (Province of China),Unknown,480,2024,5,10
5.2,2024-05-06 09:52:45,30,8,5,green,reviewed,0,440,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",124,0.413,0.97,35.0,mww,28.949,23.7143,121.588,27,Asia,Taiwan (Province of China),Unknown,480,2024,5,6
5.6,2024-05-06 09:45:30,36,6,6,green,reviewed,0,502,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",121,0.427,0.84,35.0,mww,23.605,23.7257,121.581,28,Asia,Taiwan (Province of China),Unknown,480,2024,5,6
5.2,2024-04-26 18:49:29,26,5,4,green,reviewed,0,430,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",252,0.506,0.76,21.0,mww,40.475,24.2257,121.706,29,Asia,Taiwan (Province of China),Hualien,480,2024,4,26
5.7,2024-04-26 18:21:23,150,5,5,green,reviewed,0,581,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",259,0.581,0.54,22.0,mww,37.767,24.1449,121.674,20,Asia,Taiwan (Province of China),Unknown,480,2024,4,26
5.3,2024-04-24 07:22:10,0,0,3,green,reviewed,0,432,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",140,1.676,0.84,28.0,mww,10.0,28.7699,142.53,0,Unknown,Ocean/Offshore,Unknown,600,2024,4,24
5.8,2024-04-23 00:04:05,10,8,6,green,reviewed,0,525,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",275,0.513,0.72,24.0,mww,12.0,23.8026,121.676,22,Asia,Taiwan (Province of China),Unknown,480,2024,4,23
5.4,2024-04-22 21:31:38,0,0,6,green,reviewed,0,449,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",209,0.503,0.67,35.0,mww,8.991,23.808,121.634,22,Asia,Taiwan (Province of China),Unknown,480,2024,4,22
5.4,2024-04-22 21:04:21,0,0,5,green,reviewed,0,449,us,",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",223,0.38,0.63,35.0,mww,5.83,23.698,121.574,35,Asia,Taiwan (Province of China),Unknown,480,2024,4,22
5.5,2024-04-22 20:49:57,2,3,6,green,reviewed,0,466,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",115,0.392,0.67,67.0,mww,17.0,23.6512,121.606,35,Asia,Taiwan (Province of China),Unknown,480,2024,4,22
6.1,2024-04-22 18:32:48,82,7,8,yellow,reviewed,0,711,us,",us,",",dyfi,ground-failure,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",120,0.526,0.65,22.0,mww,10.0,23.8672,121.538,13,Asia,Taiwan (Province of China),Hualien,480,2024,4,22
6.1,2024-04-22 18:26:52,66,7,7,green,reviewed,1,621,us,",us,pt,at,usauto,",",dyfi,ground-failure,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",119,0.462,0.76,35.0,mww,9.0,23.7241,121.641,29,Asia,Taiwan (Province of China),Unknown,480,2024,4,22
5.8,2024-04-22 14:11:22,77,5,6,green,reviewed,0,556,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",121,0.42,0.74,44.0,mww,8.0,23.7288,121.562,27,Asia,Taiwan (Province of China),Hualien,480,2024,4,22
5.6,2024-04-22 10:50:30,22,5,6,green,reviewed,0,493,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",97,0.435,0.87,35.0,mww,10.0,23.7158,121.63,30,Asia,Taiwan (Province of China),Unknown,480,2024,4,22
5.0,2024-04-22 10:49:06,0,0,6,green,reviewed,0,385,us,",us,",",losspager,origin,phase-data,shakemap,",53,0.454,1.27,73.0,mb,10.0,23.7229,121.638,28,Asia,Taiwan (Province of China),Unknown,480,2024,4,22
6.3,2024-04-17 14:14:46,101,8,8,yellow,reviewed,0,731,us,",us,usauto,at,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",386,1.351,0.81,29.0,mww,32.0,33.1621,132.387,18,Asia,Japan,Ehime,540,2024,4,17
5.9,2024-04-15 22:38:56,2,2,4,green,reviewed,0,536,us,",us,usauto,at,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",293,2.352,0.49,30.0,mww,7.556,29.4708,131.736,147,Asia,Ocean/Offshore,Unknown,540,2024,4,15
5.4,2024-04-06 00:12:17,0,0,3,green,reviewed,0,449,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",144,1.138,0.46,48.0,mww,26.386,40.9054,143.213,141,Asia,Ocean/Offshore,Unknown,600,2024,4,6
6.1,2024-04-04 03:16:30,32,4,4,green,reviewed,0,586,us,",us,usauto,at,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",304,2.7,0.64,59.0,mww,29.0,37.7196,141.924,77,Asia,Ocean/Offshore,Unknown,540,2024,4,4
5.7,2024-04-03 02:14:36,6,6,5,green,reviewed,0,503,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",131,0.694,0.78,24.0,mwr,41.798,24.1954,121.932,41,Asia,Taiwan (Province of China),Unknown,480,2024,4,3
5.7,2024-04-03 01:39:47,2,3,5,green,reviewed,0,500,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",63,0.595,0.62,67.0,mwr,26.363,23.7873,121.784,27,Asia,Taiwan (Province of China),Unknown,480,2024,4,3
5.3,2024-04-03 01:39:35,0,1,5,green,reviewed,0,432,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",99,0.606,0.69,41.0,mb,16.869,23.8555,121.803,28,Asia,Taiwan (Province of China),Unknown,480,2024,4,3
5.6,2024-04-03 00:46:44,0,0,6,green,reviewed,0,482,us,",us,",",losspager,origin,phase-data,shakemap,",135,0.591,0.72,27.0,mww,14.297,24.1465,121.743,24,Asia,Taiwan (Province of China),Unknown,480,2024,4,3
5.3,2024-04-03 00:43:55,0,0,6,green,reviewed,0,432,us,",us,",",losspager,origin,phase-data,shakemap,",109,0.619,0.7,52.0,mb,10.789,23.9598,121.595,2,Asia,Taiwan (Province of China),Hualien,480,2024,4,3
5.6,2024-04-03 00:35:36,2,7,6,green,reviewed,0,484,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",115,0.594,0.69,49.0,mb,15.864,24.1609,121.71,21,Asia,Taiwan (Province of China),Unknown,480,2024,4,3
6.4,2024-04-03 00:11:25,49,8,7,green,reviewed,0,667,us,",us,",",dyfi,ground-failure,impact-text,losspager,origin,phase-data,shakemap,",183,0.63,0.77,50.0,mww,13.931,24.0651,121.673,15,Asia,Taiwan (Province of China),Unknown,480,2024,4,3
7.4,2024-04-02 23:58:12,638,9,8,yellow,reviewed,1,1423,us,",pt,us,pt,at,pt,usauto,",",associate,dyfi,finite-fault,general-link,general-text,ground-failure,impact-link,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",322,0.337,0.93,17.0,mww,40.0,23.819,121.562,15,Asia,Taiwan (Province of China),Hualien,480,2024,4,2
5.9,2024-04-01 19:24:36,15,7,5,green,reviewed,0,546,us,",us,usauto,pt,at,",",dyfi,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",147,0.806,0.98,29.0,mww,73.0,40.1385,141.706,7,Asia,Japan,Iwate,540,2024,4,1
5.3,2024-03-18 11:04:41,0,0,3,green,reviewed,0,432,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",119,2.896,1.09,25.0,mww,35.0,24.3178,142.875,0,Unknown,Ocean/Offshore,Unknown,600,2024,3,18
5.6,2024-03-15 10:32:50,2,5,6,green,reviewed,0,483,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",238,2.264,0.51,78.0,mww,20.0,28.4231,130.134,49,Asia,Japan,Kagoshima,540,2024,3,15
5.6,2024-03-14 15:14:35,35,6,4,green,reviewed,0,504,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",122,2.4,0.78,71.0,mww,44.0,37.1035,141.143,21,Asia,Japan,Fukushima,540,2024,3,14
5.4,2024-01-26 12:46:16,0,0,3,green,reviewed,0,449,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",191,2.096,0.58,29.0,mww,45.09,29.1913,141.553,0,Unknown,Ocean/Offshore,Unknown,540,2024,1,26
5.9,2024-01-09 08:59:10,14,4,5,green,reviewed,0,542,us,",us,usauto,pt,at,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",147,0.416,0.88,24.0,mww,10.0,37.8706,137.708,53,Asia,Japan,Niigata-ken,540,2024,1,9
5.4,2024-01-02 01:17:31,1,2,7,green,reviewed,0,449,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",619,1.347,0.48,26.0,mww,6.0,37.2326,136.788,11,Asia,Japan,Ishikawa,540,2024,1,2
5.6,2024-01-01 09:08:17,0,0,7,green,reviewed,0,482,us,",us,",",losspager,origin,phase-data,shakemap,",146,0.856,0.71,50.0,mb,10.0,37.5249,137.408,54,Asia,Japan,Ishikawa,540,2024,1,1
5.5,2024-01-01 09:03:48,1,6,6,green,reviewed,0,466,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",130,0.835,0.73,43.0,mb,10.0,37.5575,137.384,56,Asia,Japan,Ishikawa,540,2024,1,1
5.6,2024-01-01 07:56:47,0,0,7,green,reviewed,0,482,us,",us,",",losspager,origin,phase-data,shakemap,",148,1.296,0.52,67.0,mww,10.0,37.2969,136.946,7,Asia,Japan,Ishikawa,540,2024,1,1
6.2,2024-01-01 07:18:41,5,9,7,green,reviewed,0,596,us,",us,",",dyfi,ground-failure,losspager,origin,phase-data,shakemap,",185,1.278,0.4,32.0,mb,10.0,37.1959,136.87,8,Asia,Japan,Ishikawa,540,2024,1,1
7.5,2024-01-01 07:10:09,413,9,9,red,reviewed,1,2368,us,",pt,at,us,",",dyfi,earthquake-name,finite-fault,general-text,ground-failure,impact-link,impact-text,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",282,0.957,0.55,36.0,mww,10.0,37.4976,137.242,0,Asia,Japan,Ishikawa,540,2024,1,1
5.8,2024-01-01 07:06:05,1,4,7,green,reviewed,0,518,us,",us,pt,",",dyfi,impact-text,internal-origin,losspager,origin,phase-data,shakemap,",279,0.968,0.47,53.0,mb,10.0,37.5067,137.239,42,Asia,Japan,Ishikawa,540,2024,1,1
6.5,2023-12-28 09:15:16,3,6,5,green,reviewed,0,652,us,",us,pt,at,",",dyfi,ground-failure,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",156,4.647,0.9,34.0,mww,31.0,44.5796,148.99,115,Asia,Ocean/Offshore,Unknown,600,2023,12,28
5.8,2023-11-19 21:01:30,11,4,4,green,reviewed,0,522,us,",us,usauto,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",315,0.977,0.56,54.0,mww,42.0,41.168,142.247,82,Asia,Ocean/Offshore,Unknown,540,2023,11,19
5.8,2023-11-10 10:10:02,1,3,4,green,reviewed,0,518,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",261,5.875,0.65,37.0,mww,84.0,45.9031,151.003,262,Asia,Ocean/Offshore,Unknown,600,2023,11,10
5.6,2023-11-08 08:16:30,0,0,4,green,reviewed,0,482,us,",us,",",losspager,origin,phase-data,shakemap,",126,5.173,0.83,96.0,mb,77.731,44.9541,149.755,148,Asia,Ocean/Offshore,Unknown,600,2023,11,8
5.9,2023-10-23 23:05:24,51,6,4,green,reviewed,0,565,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",240,0.544,0.6,35.0,mww,31.0,24.0602,122.646,59,Unknown,Ocean/Offshore,Unknown,480,2023,10,23
5.7,2023-10-16 10:42:10,0,0,4,green,reviewed,0,500,us,",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",129,1.431,0.87,32.0,mww,13.261,25.1583,125.542,46,Unknown,Ocean/Offshore,Unknown,480,2023,10,16
5.3,2023-10-08 21:17:28,1,1,3,green,reviewed,0,432,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",190,5.149,0.68,53.0,mb,10.0,29.7869,140.026,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,8
5.4,2023-10-08 21:05:32,0,0,3,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",244,5.127,0.54,48.0,mb,10.0,29.758,140.021,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,8
5.5,2023-10-06 05:49:22,1,1,4,green,reviewed,0,465,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",197,3.004,0.63,90.0,mww,10.0,30.1289,140.022,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,6
6.1,2023-10-06 01:31:17,1,1,4,green,reviewed,0,573,us,",us,usauto,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",91,2.968,0.92,62.0,mww,10.0,30.044,140.005,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,6
5.7,2023-10-05 06:22:12,0,0,4,green,reviewed,0,500,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",187,3.023,0.48,85.0,mww,10.0,30.0809,139.98,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,5
5.7,2023-10-05 02:53:13,0,0,4,green,reviewed,0,500,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",274,3.162,0.71,88.0,mww,10.0,30.0036,139.831,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,5
5.3,2023-10-05 02:15:14,0,0,3,green,reviewed,0,432,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",271,3.185,0.75,46.0,mww,10.0,29.9804,139.887,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,5
5.4,2023-10-05 02:06:32,0,0,3,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",161,3.211,0.91,53.0,mww,10.0,29.99,139.968,0,Unknown,Ocean/Offshore,Unknown,540,2023,10,5
