magnitude,date,felt,cdi,mmi,alert,status,tsunami,sig,net,sources,types,nst,dmin,rms,gap,magType,depth,latitude,longitude,distanceKM,continent,country,subnational,timezone,year,month,day
5.6,2023-12-03 10:54:55,0,0,4,green,reviewed,0,482,us,",us,",",losspager,origin,phase-data,shakemap,",94,1.953,0.52,43.0,mww,36.128,8.545,126.871,61,Asia,Ocean/Offshore,Unknown,480,2023,12,3
5.5,2023-12-03 10:53:05,0,0,4,green,reviewed,0,465,us,",us,",",losspager,origin,phase-data,shakemap,",101,1.898,0.71,43.0,mb,39.402,8.2878,127.04,69,Asia,Ocean/Offshore,Unknown,480,2023,12,3
5.7,2023-12-03 10:39:23,0,0,4,green,reviewed,0,500,us,",us,",",losspager,origin,phase-data,shakemap,",81,1.803,0.52,48.0,mb,45.264,8.5597,126.617,37,Asia,Philippines (the),Unknown,480,2023,12,3
6.6,2023-12-03 10:35:52,53,7,6,green,reviewed,1,709,us,",pt,at,us,usauto,",",dyfi,ground-failure,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",135,1.822,0.83,32.0,mww,19.0,8.4498,126.72,47,Asia,Ocean/Offshore,Unknown,480,2023,12,3
5.4,2023-12-03 05:43:43,1,3,4,green,reviewed,0,449,us,",us,pt,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",140,1.898,0.52,44.0,mww,63.392,8.6521,126.674,44,Asia,Ocean/Offshore,Unknown,480,2023,12,3
5.5,2023-12-02 22:35:41,0,0,4,green,reviewed,0,465,us,",pt,us,",",internal-origin,losspager,origin,phase-data,shakemap,",133,1.829,0.59,68.0,mb,26.181,8.353,126.93,55,Asia,Ocean/Offshore,Unknown,480,2023,12,2
6.0,2023-12-02 20:52:15,0,0,5,green,reviewed,0,554,us,",us,",",ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",176,1.813,0.58,42.0,mww,9.0,8.4475,126.778,49,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.4,2023-12-02 20:39:30,0,0,4,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",109,1.656,0.56,45.0,mb,63.645,8.248,126.82,36,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.3,2023-12-02 19:19:21,0,0,4,green,reviewed,0,432,us,",us,",",losspager,origin,phase-data,shakemap,",166,1.825,0.52,49.0,mb,22.227,8.4219,126.838,52,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.4,2023-12-02 18:20:40,0,0,4,green,reviewed,0,449,us,",us,",",earthquake-name,losspager,origin,phase-data,shakemap,",189,1.828,0.73,28.0,mb,48.935,8.6178,126.709,37,Asia,Ocean/Offshore,Unknown,480,2023,12,2
6.3,2023-12-02 18:09:25,2,3,5,green,reviewed,0,611,us,",us,pt,",",dyfi,ground-failure,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",225,1.916,0.71,15.0,mww,46.378,8.4439,126.919,63,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.6,2023-12-02 17:55:28,0,0,4,green,reviewed,0,482,us,",us,",",losspager,origin,phase-data,shakemap,",192,1.965,0.63,33.0,mb,64.275,8.7034,126.768,52,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.4,2023-12-02 17:45:05,0,0,4,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",96,1.569,0.52,79.0,mb,51.478,8.3044,126.566,21,Asia,Philippines (the),Caraga (Region XIII),480,2023,12,2
5.4,2023-12-02 17:43:14,0,0,4,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",42,1.722,0.97,81.0,mb,35.0,8.2748,126.828,45,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.6,2023-12-02 17:42:16,0,0,4,green,reviewed,0,482,us,",us,",",losspager,origin,phase-data,shakemap,",100,1.639,0.64,102.0,mb,79.813,8.4261,126.521,21,Asia,Philippines (the),Caraga (Region XIII),480,2023,12,2
6.1,2023-12-02 17:40:15,9,6,5,green,reviewed,0,578,us,",us,pt,",",dyfi,earthquake-name,ground-failure,impact-text,internal-origin,losspager,origin,phase-data,shakemap,",275,1.758,0.81,13.0,mb,36.091,8.4118,126.746,41,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.7,2023-12-02 16:53:08,0,0,4,green,reviewed,0,500,us,",us,",",losspager,origin,phase-data,shakemap,",100,1.836,0.92,79.0,mb,46.557,8.4001,126.922,54,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.4,2023-12-02 16:34:59,0,0,4,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",122,1.869,0.73,95.0,mb,58.952,8.6083,126.699,44,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.7,2023-12-02 16:19:46,1,2,4,green,reviewed,0,500,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",89,1.759,0.94,43.0,mb,52.821,8.3159,126.767,45,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.6,2023-12-02 16:17:01,1,2,4,green,reviewed,0,483,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",111,1.821,0.51,79.0,mb,44.034,8.4845,126.736,46,Asia,Ocean/Offshore,Unknown,480,2023,12,2
6.4,2023-12-02 16:03:41,19,7,6,green,reviewed,1,643,us,",at,us,pt,at,",",associate,dyfi,ground-failure,impact-link,impact-text,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",125,1.792,0.96,65.0,mww,35.0,8.415,126.776,47,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.5,2023-12-02 15:31:29,0,0,4,green,reviewed,0,465,us,",us,",",losspager,origin,phase-data,shakemap,",72,1.825,0.75,81.0,mb,66.805,8.493,126.771,48,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.4,2023-12-02 15:22:05,0,0,4,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",56,1.651,0.7,84.0,mb,60.468,8.3678,126.734,31,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.4,2023-12-02 15:08:56,0,0,4,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",142,1.602,0.71,54.0,mb,61.311,8.3335,126.583,25,Asia,Philippines (the),Caraga (Region XIII),480,2023,12,2
5.8,2023-12-02 15:06:46,0,0,4,green,reviewed,0,518,us,",us,",",losspager,origin,phase-data,shakemap,",123,1.879,0.62,84.0,mb,61.655,8.315,127.021,65,Asia,Ocean/Offshore,Unknown,480,2023,12,2
5.4,2023-12-02 14:44:36,0,0,4,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",31,1.409,1.16,127.0,mb,43.301,8.0495,126.606,18,Asia,Philippines (the),Unknown,480,2023,12,2
5.4,2023-12-02 14:44:03,0,0,4,green,reviewed,0,449,us,",us,",",losspager,origin,phase-data,shakemap,",32,1.718,1.15,84.0,mb,66.534,8.5324,126.505,25,Asia,Philippines (the),Caraga (Region XIII),480,2023,12,2
7.6,2023-12-02 14:37:04,434,9,7,yellow,reviewed,1,1284,us,",pt,at,us,usauto,",",dyfi,finite-fault,general-text,ground-failure,impact-link,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",128,1.668,0.98,43.0,mww,40.0,8.5266,126.449,19,Asia,Philippines (the),Caraga (Region XIII),480,2023,12,2
6.0,2023-11-22 02:48:51,3,2,5,green,reviewed,0,554,us,",us,usauto,pt,at,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",132,1.02,0.72,23.0,mww,102.0,1.7425,127.153,91,Asia,Indonesia,Moluccas,540,2023,11,22
6.7,2023-11-17 08:14:10,142,9,8,yellow,reviewed,1,813,us,",pt,us,at,",",dyfi,ground-failure,impact-link,impact-text,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",244,1.604,1.02,21.0,mww,52.0,5.5872,125.051,32,Asia,Philippines (the),Unknown,480,2023,11,17
5.8,2023-11-15 23:26:14,0,0,3,green,reviewed,0,518,us,",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",293,3.32,0.71,21.0,mww,289.0,1.9752,124.137,96,Asia,Ocean/Offshore,Unknown,480,2023,11,15
5.2,2023-11-12 02:06:16,0,0,5,green,reviewed,0,416,us,",usauto,us,",",internal-moment-tensor,losspager,origin,phase-data,shakemap,",95,0.583,0.86,50.0,mww,42.657,-9.9023,123.7,29,Asia,Indonesia,East Nusa Tenggara,480,2023,11,12
5.7,2023-11-02 06:50:25,1,2,5,green,reviewed,0,500,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",132,4.321,0.5,48.0,mww,13.0,11.4641,125.922,29,Asia,Philippines (the),Unknown,480,2023,11,2
6.1,2023-11-01 21:04:48,8,8,6,green,reviewed,0,579,us,",us,usauto,at,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",258,6.023,0.88,13.0,mww,51.0,-10.0109,123.713,20,Asia,Indonesia,East Nusa Tenggara,480,2023,11,1
5.4,2023-10-28 15:01:59,0,0,4,green,reviewed,0,449,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",133,0.832,0.59,34.0,mww,24.286,1.7869,120.193,296,Asia,Ocean/Offshore,Unknown,480,2023,10,28
5.5,2023-10-28 13:04:53,0,0,6,green,reviewed,0,465,us,",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",70,5.044,0.79,63.0,mww,10.0,-7.6308,125.855,98,Asia,Indonesia,Provinsi Maluku,540,2023,10,28
5.9,2023-10-19 18:58:51,17,6,7,green,reviewed,0,546,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",190,0.86,0.69,22.0,mww,8.494,7.4373,126.299,18,Asia,Philippines (the),Davao (Region XI),480,2023,10,19
6.4,2023-10-04 11:21:47,35,5,5,green,reviewed,0,649,us,",us,usauto,at,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",257,1.801,0.88,23.0,mww,113.0,5.3416,126.06,65,Unknown,Indonesia,Sulawesi Utara,480,2023,10,4
5.9,2023-09-26 01:39:43,6,4,4,green,reviewed,0,538,us,",us,usauto,pt,at,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",139,3.027,0.76,36.0,mww,94.0,4.7296,127.501,234,Unknown,Ocean/Offshore,Unknown,480,2023,9,26
6.0,2023-09-11 12:51:33,7,4,4,green,reviewed,0,557,us,",us,usauto,pt,at,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",128,0.371,0.89,22.0,mww,151.0,1.1251,127.479,38,Asia,Indonesia,North Maluku,540,2023,9,11
6.0,2023-09-09 14:43:24,2,7,7,green,reviewed,0,555,us,",us,usauto,at,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",103,1.498,0.99,47.0,mww,13.0,0.0054,119.771,101,Unknown,Indonesia,Sulawesi Tengah,480,2023,9,9
5.6,2023-09-09 00:06:14,10,4,2,green,reviewed,0,486,us,",us,at,pt,",",dyfi,internal-origin,losspager,origin,phase-data,shakemap,",178,2.321,0.54,26.0,mww,512.824,-6.8155,116.552,176,Unknown,Indonesia,Provinsi Sulawesi Selatan,480,2023,9,9
5.4,2023-08-31 10:29:28,4,6,4,green,reviewed,0,451,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",92,0.453,0.98,39.0,mww,47.151,-9.5312,123.86,19,Asia,Indonesia,East Nusa Tenggara,480,2023,8,31
5.7,2023-08-28 20:08:06,8,4,2,green,reviewed,0,503,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",130,1.874,0.72,23.0,mb,481.974,-7.0459,117.215,156,Unknown,Indonesia,Provinsi Sulawesi Selatan,480,2023,8,28
5.5,2023-08-28 20:06:53,0,1,2,green,reviewed,0,465,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",92,2.306,0.66,36.0,mb,514.072,-6.8134,116.618,180,Unknown,Indonesia,Provinsi Sulawesi Selatan,480,2023,8,28
7.1,2023-08-28 19:55:30,629,5,4,green,reviewed,1,1077,us,",us,at,at,pt,usauto,",",associate,dyfi,general-text,ground-failure,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",139,2.377,0.72,22.0,mww,500.0,-6.7768,116.568,180,Unknown,Indonesia,Provinsi Sulawesi Selatan,480,2023,8,28
5.3,2023-08-28 17:59:16,5,3,4,green,reviewed,0,434,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",128,3.674,0.96,63.0,mww,28.833,4.2633,126.513,0,Unknown,Indonesia,Sulawesi Utara,480,2023,8,28
3.17,2024-08-09 01:22:19,28,5,4,Unknown,reviewed,0,169,ok,",us,ok,",",dyfi,moment-tensor,origin,phase-data,shakemap,",96,0.0,0.31,29.0,ml,2.65,35.002,-97.6816,4,North America,United States of America (the),Oklahoma,-300,2024,8,9
3.56,2024-07-15 02:46:58,8,4,4,Unknown,reviewed,0,198,ok,",us,ok,",",dyfi,moment-tensor,origin,phase-data,shakemap,",91,0.0,0.19,72.0,ml,6.51,36.4763,-98.8056,14,North America,United States of America (the),Oklahoma,-300,2024,7,15
3.46,2024-07-14 11:08:26,6,4,4,Unknown,reviewed,0,187,ok,",ok,us,",",dyfi,origin,phase-data,shakemap,",86,0.0,0.21,72.0,ml,6.51,36.4766,-98.8086,14,North America,United States of America (the),Oklahoma,-300,2024,7,14
3.8,2024-05-16 08:19:34,276,6,4,Unknown,reviewed,0,382,nm,",nm,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",60,0.03688,0.19,53.0,mw,7.55,36.2067,-89.4772,6,North America,United States of America (the),Tennessee,-300,2024,5,16
3.8,2024-02-12 08:07:10,10,4,4,Unknown,reviewed,0,226,us,",us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",25,0.163,0.83,64.0,mb,11.915,28.9496,-97.9596,6,North America,United States of America (the),Texas,-360,2024,2,12
3.7,2024-02-12 08:07:10,13,4,5,Unknown,reviewed,0,216,tx,",us,tx,",",dyfi,moment-tensor,origin,phase-data,shakemap,",15,0.1,0.2,68.0,ml,5.3556,28.957,-98.008,3,North America,United States of America (the),Texas,-360,2024,2,12
4.0,2024-02-08 03:48:06,248,5,3,green,reviewed,0,380,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",56,2.011,0.73,121.0,mb,7.991,28.5574,-78.9438,171,North America,Ocean/Offshore,Unknown,-300,2024,2,8
5.06,2024-02-03 05:24:28,26434,7,7,green,reviewed,0,1084,ok,",us,ok,",",dyfi,ground-failure,impact-text,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",64,0.0,0.25,98.0,mww,3.0,35.5343,-96.7638,8,North America,United States of America (the),Oklahoma,-360,2024,2,3
5.4,2024-08-26 04:11:38,2869,7,4,green,reviewed,0,1099,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",94,1.009,0.48,28.0,mb,17.533,37.9845,-9.538,52,Unknown,Ocean/Offshore,Unknown,-60,2024,8,26
5.6,2024-07-12 18:19:05,4,3,4,green,reviewed,0,484,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",301,0.225,0.78,31.0,mww,176.0,-17.4037,-69.4991,67,South America,Peru,Tacna,-300,2024,7,12
5.8,2024-07-12 09:30:31,3,5,6,green,reviewed,0,519,us,",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",222,4.06,0.45,120.0,mww,23.0,-15.5726,-74.7689,24,South America,Peru,Arequipa,-300,2024,7,12
5.4,2024-07-08 19:33:26,2,4,4,green,reviewed,0,449,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",94,4.376,0.59,101.0,mww,13.49,-15.9895,-74.7421,59,South America,Peru,Unknown,-300,2024,7,8
5.4,2024-06-29 07:22:47,6,6,5,green,reviewed,0,452,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,origin,phase-data,shakemap,",62,4.554,0.87,132.0,mww,21.807,-16.1686,-74.3463,30,South America,Peru,Unknown,-300,2024,6,29
6.1,2024-06-29 07:05:32,11,7,6,green,reviewed,0,580,us,",us,usauto,at,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",138,4.606,0.71,89.0,mww,18.0,-16.1219,-74.5791,34,South America,Peru,Unknown,-300,2024,6,29
7.2,2024-06-28 05:36:36,120,8,8,yellow,reviewed,1,897,us,",pt,at,us,usauto,",",dyfi,finite-fault,general-text,ground-failure,impact-link,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",105,4.675,0.93,46.0,mww,24.0,-15.8106,-74.4447,10,South America,Peru,Unknown,-300,2024,6,28
5.5,2024-06-18 02:22:10,9,4,4,green,reviewed,0,469,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",154,2.741,0.54,33.0,mww,106.228,-3.8887,-76.6968,53,South America,Peru,Loreto,-300,2024,6,18
6.0,2024-06-16 14:47:33,18,7,6,green,reviewed,0,567,us,",us,usauto,pt,at,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",115,4.499,0.93,65.0,mww,27.0,-15.9192,-74.5392,10,South America,Peru,Unknown,-300,2024,6,16
6.5,2024-01-28 09:38:56,5,3,2,green,reviewed,0,652,us,",us,usauto,pt,at,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",237,6.526,0.86,40.0,mww,621.081,-8.2154,-71.3672,70,South America,Brazil,Acre,-300,2024,1,28
6.6,2024-01-20 21:31:05,4,4,3,green,reviewed,0,672,us,",us,usauto,pt,at,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",185,7.065,0.69,36.0,mww,607.0,-7.3193,-71.5055,123,South America,Brazil,Amazonas,-300,2024,1,20
6.2,2023-12-20 12:11:21,31,6,5,green,reviewed,0,609,us,",us,usauto,at,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",184,3.253,0.79,70.0,mww,93.0,-15.9595,-72.6028,11,South America,Peru,Arequipa,-300,2023,12,20
5.7,2023-12-10 11:52:50,4,5,5,green,reviewed,0,502,us,",us,usauto,at,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",88,2.355,0.6,131.0,mww,14.0,-14.3528,-76.474,53,South America,Peru,Unknown,-300,2023,12,10
5.4,2023-08-21 05:24:12,37,7,4,green,reviewed,0,476,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",310,2.017,0.78,138.0,mww,40.35,-3.2512,-79.8994,6,South America,Ecuador,Provincia de El Oro,-300,2023,8,21
5.4,2023-08-18 10:27:55,1,6,4,green,reviewed,0,449,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",94,4.413,0.67,101.0,mww,23.218,-16.1071,-75.0833,78,Unknown,Peru,Unknown,-300,2023,8,18
5.4,2023-08-05 18:33:59,48,9,7,red,reviewed,0,2044,us,",us,usauto,",",dyfi,ground-failure,impact-text,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",199,2.789,0.65,27.0,mww,18.0,37.1933,116.381,24,Asia,China,Shandong Sheng,480,2023,8,5
3.8,2024-09-01 09:43:36,827,5,5,green,reviewed,0,603,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",142,1.261,0.66,60.0,mwr,1.108,45.9997,-72.8106,5,North America,Canada,Quebec,-240,2024,9,1
3.7,2024-04-05 21:59:13,12589,5,4,green,reviewed,0,721,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",34,0.676,0.31,106.0,mwr,4.111,40.6849,-74.7347,7,North America,United States of America (the),New Jersey,-240,2024,4,5
4.8,2024-04-05 14:23:20,183786,6,6,green,reviewed,1,904,us,",at,us,",",dyfi,earthquake-name,general-header,general-link,general-text,ground-failure,impact-link,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",245,0.684,0.63,54.0,mwr,2.624,40.6834,-74.7526,0,North America,United States of America (the),New Jersey,-240,2024,4,5
5.1,2024-02-03 05:24:28,382,6,7,green,reviewed,0,614,us,",us,",",dyfi,ground-failure,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",62,0.268,0.8,43.0,mww,6.0,35.5346,-96.7337,6,North America,United States of America (the),Oklahoma,-360,2024,2,3
3.6,2024-01-27 20:39:00,35,4,4,Unknown,reviewed,0,214,us,",us,",",dyfi,origin,phase-data,shakemap,",14,0.779,0.27,87.0,mb,8.879,32.1319,-93.3123,4,North America,United States of America (the),Louisiana,-360,2024,1,27
4.1,2024-01-13 11:36:21,1735,5,5,green,reviewed,0,759,ok,",us,ok,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",98,0.0,0.13,39.0,mwr,6.58,35.6715,-97.41,6,North America,United States of America (the),Oklahoma,-360,2024,1,13
4.5,2024-01-13 11:36:21,205,5,6,green,reviewed,0,410,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",32,0.041,0.15,38.0,ml,6.354,35.6697,-97.417,5,North America,United States of America (the),Oklahoma,-360,2024,1,13
4.26,2024-01-13 03:46:28,3577,5,6,green,reviewed,0,809,ok,",ok,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",96,0.0,0.14,21.0,mwr,6.71,35.6658,-97.3982,6,North America,United States of America (the),Oklahoma,-360,2024,1,13
3.4,2023-12-31 16:34:50,41,4,4,Unknown,reviewed,0,193,us,",us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",12,0.747,0.24,87.0,mwr,5.03,39.0875,-97.5686,6,North America,United States of America (the),Kansas,-360,2023,12,31
3.8,2023-12-27 17:46:56,418,5,4,Unknown,reviewed,0,423,nm,",nm,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",80,0.03771,0.19,58.0,mw,11.2,35.7697,-90.1955,6,North America,United States of America (the),Arkansas,-360,2023,12,27
3.5,2023-12-10 19:31:18,28,5,5,green,reviewed,0,202,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",41,1.246,0.81,31.0,mwr,5.0,40.1656,-98.2907,10,North America,United States of America (the),Nebraska,-360,2023,12,10
3.6,2023-11-15 10:41:55,562,5,4,Unknown,reviewed,0,452,us,",us,",",dyfi,earthquake-name,origin,phase-data,shakemap,",64,0.689,0.45,28.0,mb_lg,5.688,41.241,-89.1766,1,North America,United States of America (the),Illinois,-360,2023,11,15
4.0,2023-11-11 00:18:41,258,6,5,green,reviewed,0,398,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",49,0.8,0.44,37.0,mwr,5.0,39.0497,-97.6164,4,North America,United States of America (the),Kansas,-360,2023,11,11
3.68,2023-09-25 00:40:31,66,5,4,Unknown,reviewed,0,241,ok,",us,ok,",",dyfi,moment-tensor,origin,phase-data,shakemap,",97,0.0,0.36,47.0,ml,19.89,34.4833,-97.7798,9,North America,United States of America (the),Oklahoma,-300,2023,9,25
3.6,2023-08-28 02:43:26,1404,5,5,green,reviewed,0,739,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",86,0.829,0.71,47.0,mwr,5.0,41.7428,-81.0135,7,North America,United States of America (the),Ohio,-240,2023,8,28
5.4,2024-01-25 17:00:43,12,4,4,green,reviewed,0,454,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",105,0.554,0.44,58.0,mww,10.0,11.7428,43.3665,27,Africa,Djibouti,Unknown,180,2024,1,25
5.4,2023-12-05 20:19:53,0,0,3,green,reviewed,0,449,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",172,4.614,0.51,38.0,mww,10.0,12.3388,47.4968,151,Unknown,Ocean/Offshore,Unknown,180,2023,12,5
5.6,2023-12-05 07:31:33,0,0,4,green,reviewed,0,482,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",121,4.565,0.57,27.0,mww,9.0,12.2855,47.4426,150,Unknown,Ocean/Offshore,Unknown,180,2023,12,5
5.2,2023-10-26 19:00:25,1,4,7,green,reviewed,0,416,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",141,7.216,0.82,41.0,mww,9.462,-7.3035,27.9327,177,Africa,Congo (the Democratic Republic of the),Tanganika,120,2023,10,26
5.5,2023-08-08 15:31:18,4,4,7,green,reviewed,0,467,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",117,4.348,0.58,29.0,mww,7.0,-5.4123,34.9183,39,Africa,"Tanzania, the United Republic of",Singida Region,180,2023,8,8
5.5,2023-11-21 05:10:26,0,0,4,green,reviewed,0,465,us,",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",87,9.602,0.56,42.0,mww,10.0,0.9561,-29.0181,0,Unknown,Ocean/Offshore,Unknown,-120,2023,11,21
